area_name,pctdem2016,votes_dem_2016,votes_gop_2016,total_votes_2016,state_abbr,Obama,Romney,population2014,population2010,population_change,age65plus,White,Black,Hispanic,NonEnglish,Edu_highschool,Edu_batchelors,Income,Poverty,Density
Winkler County,0.224239188,420,1403,1873,TX,0.228080229,0.762750716,7821,7110,10,10.9,0.937,0.03,0.582,43,70.1,9.6,23629,12.8,8.5
Wise County,0.138356109,3412,20655,24661,TX,0.155567369,0.830175913,61638,59127,4.2,14.4,0.953,0.016,0.184,13.5,83.8,16.1,25663,10.8,65.4
Wood County,0.140727234,2624,15681,18646,TX,0.173992361,0.816202041,42852,41961,2.1,26.5,0.919,0.05,0.096,7,83.4,17,23129,14.6,65
Yoakum County,0.185297956,426,1797,2299,TX,0.192199248,0.797932331,8286,7879,5.2,11.9,0.95,0.016,0.631,51.3,70.3,15,21389,11.7,9.9
Young County,0.113998433,873,6587,7658,TX,0.13559322,0.850874795,18350,18550,-1.1,19.4,0.95,0.016,0.179,13.3,78.6,16.7,26979,16,20.3
Zapata County,0.656030632,2056,1028,3134,TX,0.713233211,0.281382828,14319,14018,2.1,11.6,0.987,0.004,0.939,87.2,54.8,8.5,16671,34.7,14
Zavala County,0.776696165,2633,692,3390,TX,0.832740214,0.157131125,12267,11677,5.1,12.5,0.966,0.013,0.93,79.3,60.3,9.4,12828,35,9
Beaver County,0.106024096,264,1838,2490,UT,0.13456985,0.84964483,6461,6629,-2.5,13.7,0.942,0.004,0.109,6.5,90.9,17,19415,14.1,2.6
Box Elder County,0.109620498,1814,10324,16548,UT,0.101149679,0.882655317,51518,49975,3.1,12.2,0.952,0.005,0.091,7.2,91.7,21.2,21720,8.8,8.7
Cache County,0.186878118,6705,16643,35879,UT,0.146472951,0.830696245,118343,112656,5,8.6,0.932,0.008,0.105,13.8,92.5,36.9,20074,16.6,96.7
Carbon County,0.216935278,1696,5182,7818,UT,0.304798783,0.668510579,20660,21403,-3.5,15.3,0.95,0.008,0.131,7.2,86,12.6,20155,15.1,14.5
Daggett County,0.16344086,76,327,465,UT,0.178781925,0.78388998,1117,1061,5.3,21.2,0.96,0.004,0.042,1.8,86,18.8,22811,8.6,1.5
Davis County,0.215696391,22575,46985,104661,UT,0.181374813,0.799783242,329692,306479,7.6,9.1,0.927,0.014,0.091,8.8,95.4,34.1,26035,7.9,1025.8
Duchesne County,0.072129256,500,5505,6932,UT,0.090865615,0.893990116,20380,18607,9.5,10.9,0.916,0.006,0.081,6.9,86.4,16,23411,8.9,5.7
Emery County,0.088904527,379,3402,4263,UT,0.12890802,0.847983688,10631,10976,-3.1,14.6,0.97,0.005,0.063,5.8,89.8,12.5,20137,10,2.5
Garfield County,0.153443766,352,1577,2294,UT,0.1418637,0.839592026,5024,5172,-2.9,19,0.945,0.005,0.056,6.8,92,20.1,21989,11.5,1
Grand County,0.433572711,1932,1934,4456,UT,0.440188877,0.502885624,9429,9225,2.2,15.9,0.917,0.007,0.1,7.6,91,25.2,23558,13.7,2.5
Iron County,0.137032695,2104,10025,15354,UT,0.130619684,0.848420413,47269,46163,2.4,11.4,0.934,0.007,0.083,6.1,90.6,26.4,17839,20.9,14
Juab County,0.106967615,436,2759,4076,UT,0.111594574,0.870232915,10486,10246,2.3,11.7,0.964,0.004,0.047,5.4,89.9,14.6,18108,14.7,3
Kane County,0.212234348,739,2248,3482,UT,0.218835721,0.750685767,7254,7125,1.8,21.5,0.958,0.004,0.045,2.8,94.4,25.3,24154,7.8,1.8
Millard County,0.082346198,431,3860,5234,UT,0.085518354,0.891690198,12606,12503,0.8,16.1,0.95,0.005,0.128,11.8,86.4,19,19972,13.3,1.9
Morgan County,0.111370717,572,3156,5136,UT,0.088329519,0.894736842,10608,9469,12,11.3,0.976,0.003,0.027,3.3,97.6,33.4,26274,4,15.5
Piute County,0.050243112,31,537,617,UT,0.09475032,0.891165173,1484,1557,-4.7,24.7,0.97,0.002,0.077,7.4,88.7,17,16959,25.4,2.1
Rich County,0.094890511,104,786,1096,UT,0.083083083,0.907907908,2293,2264,1.3,17.7,0.976,0.003,0.046,2.3,95.3,17,24258,7,2.2
Salt Lake County,0.428482871,154831,117901,361347,UT,0.388352299,0.581679662,1091742,1029655,6,9.6,0.885,0.02,0.178,19.7,89,31,26103,12.7,1387.1
San Juan County,0.37084494,1997,2635,5385,UT,0.399689862,0.58267106,15251,14746,3.4,11.9,0.5,0.004,0.051,45,82.8,18.4,15476,27.1,1.9
Sanpete County,0.104929433,1026,6436,9778,UT,0.100976829,0.882212631,28477,27822,2.4,12.8,0.943,0.01,0.097,9.9,88.4,20.8,17811,15.7,17.5
Sevier County,0.081006259,673,6455,8308,UT,0.090091248,0.894615088,20773,20801,-0.1,15.7,0.965,0.003,0.049,4.7,89.9,16.4,19115,15.4,10.9
Summit County,0.509164059,10251,7160,20133,UT,0.460760713,0.509388541,39105,36324,7.7,9.8,0.954,0.007,0.116,12.8,93.1,48.7,42462,8.5,19.4
Tooele County,0.212377678,4015,9693,18905,UT,0.231031543,0.745341615,61598,58218,5.8,8.6,0.943,0.009,0.118,9,92,20.4,22252,8.7,8.4
Uintah County,0.077776915,1002,9876,12883,UT,0.086541922,0.899694135,36867,32586,13.1,9.1,0.884,0.006,0.08,8.6,86.2,16.2,23805,11.6,7.3
Utah County,0.140497994,24579,89755,174942,UT,0.09791168,0.882556827,560974,516564,8.6,7.2,0.935,0.007,0.112,13.1,93.6,36.5,20774,14,257.8
Wasatch County,0.252722772,3063,6115,12120,UT,0.230211878,0.752223076,27714,23530,17.8,9.4,0.958,0.005,0.129,15,89.6,33.4,25777,9.5,20
Washington County,0.166678262,9583,39566,57494,UT,0.156073432,0.826493475,151948,138115,10,19.6,0.937,0.008,0.1,8.5,91.7,26.4,21472,15.3,56.9
Wayne County,0.192198582,271,959,1410,UT,0.160997732,0.821617536,2723,2778,-2,18.8,0.962,0.001,0.048,3.8,95.7,25.2,19858,18.2,1.1
Weber County,0.272396901,22187,38447,81451,UT,0.257825455,0.718166209,240475,231236,4,11.1,0.929,0.016,0.177,13.2,88.8,22.7,23106,12.8,401.4
Accomack County,0.427610282,6737,8582,15755,VA,0.477715356,0.512609238,33021,33164,-0.4,21.3,0.688,0.281,0.089,10.1,78,17.2,22703,20.5,73.8
Albemarle County,0.593169915,33297,19232,56134,VA,0.552966575,0.432944986,104489,98998,5.5,16.5,0.823,0.099,0.057,11.3,91.4,52.2,37239,10.2,137.3
Alexandria city,0.768270058,57147,13241,74384,VA,0.713679053,0.275010208,150575,140006,7.5,10.1,0.664,0.226,0.166,31.1,91.2,61.4,54608,8.4,9314.3
Alleghany County,0.296331782,2165,4873,7306,VA,0.475146607,0.501954761,15820,16261,-2.7,24.3,0.929,0.048,0.014,2.3,82.7,16.4,24162,12.6,36.5
Amelia County,0.305614783,2150,4704,7035,VA,0.361365287,0.628031954,12855,12695,1.3,18.2,0.748,0.219,0.031,3.7,78.9,14,25100,8.3,35.7
Amherst County,0.328805065,4986,9643,15164,VA,0.394858405,0.593492669,32041,32351,-1,18.9,0.773,0.191,0.022,3,79.1,17.4,22580,11.4,68.3
Appomattox County,0.25433744,2023,5714,7954,VA,0.309565876,0.67390207,15279,14975,2,19.1,0.776,0.199,0.012,1.2,82.2,15,23636,17.7,44.9
Arlington County,0.769866939,91879,20155,119344,VA,0.69217848,0.293599025,226908,207676,9.3,9.3,0.766,0.091,0.157,29,93.3,71.7,62018,8,7993.6
Augusta County,0.221161452,8108,26152,36661,VA,0.281073362,0.702504909,73862,73736,0.2,19.4,0.937,0.042,0.025,3.1,84.2,19.9,25519,9.5,76.3
Bath County,0.26883638,603,1548,2243,VA,0.403065825,0.574391344,4563,4727,-3.5,25,0.935,0.05,0.018,2.1,90,20.2,28704,16.4,8.9
Bedford County,0.230716351,9733,30578,42186,VA,0.26809816,0.718552147,76583,74866,2.3,19.4,0.9,0.07,0.02,3.2,87.6,25,28697,8.2,91.2
Bland County,0.145006402,453,2572,3124,VA,0.250255363,0.729996595,6625,6824,-2.9,20.3,0.951,0.037,0.007,0.8,83.4,14.7,18501,16.6,19.1
Botetourt County,0.240974197,4492,13369,18641,VA,0.29926406,0.684918717,33100,33148,-0.1,19.9,0.943,0.035,0.015,2.1,90.2,24.9,32490,7.7,61.2
Bristol city,0.262991674,1832,4884,6966,VA,0.338091354,0.649265905,17184,17841,-3.7,19.9,0.91,0.059,0.017,3.2,81.6,19.6,18820,21,1370.6
Brunswick County,0.585088293,4473,3045,7645,VA,0.621870719,0.369286337,16498,17432,-5.4,19.2,0.43,0.551,0.021,3,71.3,12.2,16060,24,30.8
Buchanan County,0.186659436,1721,7292,9220,VA,0.321087588,0.667911997,23106,24095,-4.1,19.4,0.962,0.028,0.006,1.8,68.2,8.3,17489,25.9,47.9
Buckingham County,0.429434377,3128,3969,7284,VA,0.503155633,0.479253391,16913,17143,-1.3,16.9,0.628,0.346,0.021,3.3,70.9,11.9,17167,23,29.6
Buena Vista city,0.289352818,693,1432,2395,VA,0.36381631,0.619160728,6603,6651,-0.7,17.6,0.907,0.053,0.025,3.9,77,14.9,18453,20.6,991.9
Campbell County,0.242376369,6597,19442,27218,VA,0.296153246,0.690035893,54885,54851,0.1,18.1,0.823,0.145,0.022,2.6,83.8,17.1,23231,14.7,108.8
Caroline County,0.452815561,6425,7143,14189,VA,0.534069169,0.452391464,29778,28558,4.3,15.1,0.67,0.282,0.042,4.9,80.9,16.8,25718,12.7,54.1
Carroll County,0.188194598,2557,10653,13587,VA,0.284206253,0.678116119,29621,30042,-1.4,21.7,0.978,0.009,0.031,3.1,76.2,12.8,19385,18.1,63.3
Charles City County,0.599198932,2244,1381,3745,VA,0.657963446,0.331355329,7023,7256,-3.2,21.3,0.421,0.475,0.017,2,75.9,13.9,26198,11.8,39.7
Charlotte County,0.371719613,2153,3479,5792,VA,0.424283534,0.561471935,12225,12575,-2.8,20.2,0.685,0.293,0.028,1.7,74.8,15.6,18762,17.9,26.5
Charlottesville city,0.804331187,17865,2951,22211,VA,0.758191564,0.223770683,45593,43435,5,9.5,0.699,0.192,0.049,13.9,88.2,49.9,27268,27.5,4246.4
Chesapeake city,0.46995806,52554,53988,111827,VA,0.4995141,0.489033196,233371,222209,5,11.8,0.627,0.301,0.053,7.4,90.2,29.3,29905,8.5,652
Chesterfield County,0.462056729,80993,84938,175288,VA,0.45844051,0.529395029,332499,316231,5.1,12.8,0.698,0.233,0.08,10.6,90.1,36.3,32572,6.7,747.1
Clarke County,0.374738655,3047,4657,8131,VA,0.418703919,0.555555556,14423,14029,2.8,18.1,0.908,0.051,0.044,5.7,89,31.3,38748,6.7,79.7
Colonial Heights city,0.280882876,2367,5681,8427,VA,0.295705807,0.690911207,17731,17413,1.8,20.1,0.798,0.139,0.053,7.2,88.7,20.5,27610,9.3,2315.3
Covington city,0.3858168,914,1349,2369,VA,0.566337484,0.418634607,5802,5954,-2.6,18.9,0.837,0.128,0.025,3.4,78.8,8.3,20160,21.3,1090.2
Craig County,0.194324713,541,2139,2784,VA,0.311561562,0.659534535,5234,5173,1.2,21.1,0.984,0.002,0.01,1.7,89.7,14.6,21498,8.7,15.7
Culpeper County,0.350613483,7744,13341,22087,VA,0.410461477,0.573692315,49166,46691,5.3,13.9,0.789,0.158,0.092,8.7,84.3,22.6,27379,9.1,123.1
Cumberland County,0.416820513,2032,2693,4875,VA,0.480555556,0.503571429,9827,10055,-2.3,19.3,0.648,0.322,0.024,4.2,76.9,14,21540,16.3,33.8
Danville city,0.585886969,11051,7306,18862,VA,0.605632406,0.384550548,42444,43066,-1.4,19.7,0.475,0.494,0.034,4.9,77.9,17.2,19626,27.4,1002.8
Dickenson County,0.208430913,1335,4932,6405,VA,0.359406804,0.62140157,15308,15892,-3.7,18.9,0.987,0.004,0.009,1.9,72.4,10.5,18215,20.9,48.1
Dinwiddie County,0.425995714,5765,7447,13533,VA,0.48167029,0.50745933,27859,28001,-0.5,16.3,0.646,0.327,0.029,2.7,80.2,12.8,23781,13.2,55.6
Emporia city,0.646810308,1531,792,2367,VA,0.666295058,0.329245634,5462,5927,-7.8,17.5,0.332,0.637,0.055,3.5,71.4,16,19710,29,859.7
Essex County,0.474598431,2541,2657,5354,VA,0.531062478,0.459230498,11103,11146,-0.4,20.4,0.576,0.379,0.036,2.9,76.7,14.7,21532,11.1,43.4
Fairfax County,0.652997653,354485,157837,542858,VA,0.592572483,0.394812052,1137538,1081685,5.2,11.5,0.666,0.1,0.164,37.3,91.8,58.6,50532,5.9,2766.8
Fairfax city,0.621140543,7363,3695,11854,VA,0.573205494,0.411332815,24483,22542,8.6,15.4,0.733,0.054,0.166,31.8,92,51.9,44345,7.2,3616.8
Falls Church city,0.757793139,5810,1323,7667,VA,0.691054666,0.295554942,13601,12289,10.7,11.4,0.806,0.053,0.095,23.4,97.3,74.4,59088,4,6169.1
Fauquier County,0.349100312,12960,22110,37124,VA,0.393078469,0.592970939,68248,65275,4.6,14.9,0.873,0.082,0.072,8.5,91.4,33.2,39600,5.6,100.7
Floyd County,0.288509784,2300,5289,7972,VA,0.358248099,0.612509835,15578,15287,1.9,20.4,0.961,0.019,0.028,3.2,81.4,16,21816,12.7,40.2
Fluvanna County,0.426252594,5751,7018,13492,VA,0.462511789,0.524834958,26092,25704,1.5,18.3,0.815,0.154,0.032,3.8,85.5,28.8,30881,7.1,89.8
Franklin County,0.270621153,7254,18560,26805,VA,0.341005519,0.626478429,56358,56166,0.3,20.8,0.894,0.084,0.027,3.2,82.7,19.1,24557,14,81.3
Franklin city,0.622772277,2516,1421,4040,VA,0.65042519,0.343829005,8526,8561,-0.4,17.5,0.392,0.573,0.023,2.3,79.4,20.6,19588,23,1045.8
Frederick County,0.297012434,11920,26069,40133,VA,0.349663652,0.629990075,82377,78306,5.2,15.2,0.914,0.046,0.074,7.9,86,27.5,30112,7.1,189.4
Fredericksburg city,0.600808262,6690,3731,11135,VA,0.624254124,0.355738856,28350,24023,18,10.1,0.684,0.241,0.109,11.8,90.3,35.1,27222,18.6,2326.2
Galax city,0.287769784,680,1603,2363,VA,0.395952486,0.586009679,7014,7042,-0.4,20,0.897,0.07,0.147,9.1,75.8,14.5,21769,25.3,854.6
Giles County,0.237798926,1949,5930,8196,VA,0.361876988,0.617709438,16815,17286,-2.7,20,0.967,0.016,0.016,4.7,80.5,16.6,23485,13.3,48.6
Gloucester County,0.276531448,5399,13087,19524,VA,0.351449652,0.630624545,37141,36858,0.8,17.5,0.878,0.084,0.033,2.8,89.3,22,28673,9.2,169.2
Goochland County,0.350610194,4884,8374,13930,VA,0.351922932,0.635809438,21936,21699,1.1,19.4,0.793,0.177,0.024,5.4,87.4,38,45039,5.6,77.2
Grayson County,0.193855056,1407,5593,7258,VA,0.293031066,0.671844388,15093,15533,-2.8,23.6,0.961,0.023,0.03,2.5,75.3,10.9,20591,19.1,35.1
Greene County,0.307587078,2923,5943,9503,VA,0.365172912,0.61803625,19031,18410,3.4,15.7,0.886,0.069,0.05,5.7,83.1,24.1,26998,12,117.8
Greensville County,0.586293835,2558,1737,4363,VA,0.636548223,0.35857868,11681,12243,-4.6,15.1,0.388,0.593,0.021,3.1,72.7,7.2,16380,21.6,41.5
Halifax County,0.406585625,6890,9698,16946,VA,0.465702455,0.522054852,35200,36241,-2.9,22,0.613,0.366,0.019,2.2,78.9,15.2,20929,21.3,44.3
Hampton city,0.667273821,41030,17802,61489,VA,0.721389427,0.267636272,136879,137508,-0.5,13.7,0.433,0.498,0.053,7.3,89.3,22.5,25247,14.9,2673.2
Hanover County,0.310689583,19360,39592,62313,VA,0.310217863,0.677344917,101918,99852,2.1,15.7,0.867,0.096,0.026,4.1,92.1,35.5,33540,5.1,213.1
Harrisonburg city,0.570847228,10100,6232,17693,VA,0.55659224,0.422366643,52478,48907,7.3,8.1,0.841,0.084,0.186,21.8,81.5,35.1,17080,33.5,2808.2
Henrico County,0.577991677,93615,59674,161966,VA,0.552845932,0.435714507,321924,306906,4.9,13.8,0.593,0.301,0.054,14.2,90.1,39.7,33115,10.7,1313.4
Henry County,0.341212701,8199,15207,24029,VA,0.413687969,0.560837646,52081,54143,-3.8,21.8,0.753,0.22,0.054,5.7,77,11.2,19852,17.1,141.6
Highland County,0.266714594,371,958,1391,VA,0.325301205,0.654854713,2248,2319,-3.1,29.4,0.982,0.008,0.015,0.5,78.9,20.9,26372,10.2,5.6
Hopewell city,0.526538805,4722,3885,8968,VA,0.574631007,0.414715348,22196,22591,-1.7,15.7,0.555,0.394,0.072,6.1,76.8,10.2,20388,20.1,2198
Isle of Wight County,0.37463991,7673,11971,20481,VA,0.421432698,0.56792798,36007,35270,2.1,17.3,0.727,0.239,0.027,3.9,86.1,25.5,30903,12,111.8
James City County,0.446708941,19091,21284,42737,VA,0.434044829,0.555015316,72583,67401,7.7,22.8,0.806,0.136,0.055,7.2,93.5,45.8,39133,8.7,470.4
King and Queen County,0.401383126,1451,2059,3615,VA,0.4781893,0.511111111,7175,6945,3.3,20.6,0.684,0.269,0.031,4.5,81.5,14.1,23868,9.2,22
King George County,0.334419654,4002,7338,11967,VA,0.396562417,0.585009303,25371,23584,7.6,11.7,0.773,0.173,0.044,4.1,91.1,31.1,34234,7.1,131.3
King William County,0.302816901,2752,5963,9088,VA,0.375183305,0.614213198,16186,15927,1.6,14.4,0.779,0.175,0.025,2.7,89.4,19.2,26940,9.5,58.2
Lancaster County,0.433702076,2862,3520,6599,VA,0.44583097,0.531622235,11044,11395,-3.1,35.2,0.699,0.28,0.016,3.7,87.9,28.3,30737,11.7,85.5
Lee County,0.173954881,1627,7542,9353,VA,0.270442219,0.713913225,24951,25587,-2.5,18.8,0.942,0.042,0.018,3,74.2,11.7,16664,26.8,58.8
Lexington city,0.618464052,1514,766,2448,VA,0.554351886,0.428091147,7311,7038,3.9,14.1,0.846,0.096,0.038,8.5,78.3,41.7,14763,25.2,2820.2
Loudoun County,0.554234044,99909,69633,180265,VA,0.516237204,0.471446221,363050,312316,16.2,7.9,0.707,0.078,0.134,29.6,93.8,57.9,46565,3.6,605.8
Louisa County,0.354601017,6208,10507,17507,VA,0.423616191,0.561265545,34348,33223,3.4,17.6,0.8,0.167,0.025,3.2,82.5,18.8,26956,10.3,66.8
Lunenburg County,0.399139322,2226,3206,5577,VA,0.468739085,0.51851205,12466,12916,-3.5,19.7,0.633,0.34,0.042,4.7,69,11.9,17630,22.6,29.9
Lynchburg city,0.418314521,14787,17979,35349,VA,0.438855472,0.545003035,79047,75613,4.5,14,0.657,0.285,0.033,6.7,86,31.2,21440,24.7,1538.2
Madison County,0.317565619,2202,4418,6934,VA,0.399727149,0.585720782,13157,13308,-1.1,20.5,0.872,0.095,0.021,2.1,79.8,21.8,27296,13.3,41.5
Manassas city,0.551939513,8395,5934,15210,VA,0.559456249,0.426488056,42081,37839,11.2,8.2,0.737,0.151,0.337,36.4,82.6,28.7,28752,11.7,3827.6
Manassas Park city,0.617184503,3218,1732,5214,VA,0.620920683,0.366544197,15174,14241,6.6,7.5,0.694,0.15,0.355,44.4,82.9,26,26944,7,5632.6
Martinsville city,0.601225949,3531,2149,5873,VA,0.614146885,0.368328819,13711,13821,-0.8,20.4,0.514,0.451,0.048,5.2,77.7,16.7,19900,27.2,1261.5
Mathews County,0.295351474,1563,3515,5292,VA,0.336875466,0.650260999,8836,8976,-1.6,28.2,0.877,0.092,0.021,2.3,88.8,27.2,31342,10.1,104.5
Mecklenburg County,0.432957765,6571,8283,15177,VA,0.458111119,0.530277459,31192,32727,-4.7,23.8,0.621,0.349,0.027,2.4,76.9,13.7,20056,19.6,52.3
Middlesex County,0.351518185,2107,3668,5994,VA,0.390637877,0.596505687,10696,10959,-2.4,29,0.796,0.177,0.022,2.1,89,27.4,30531,9.4,84.1
Montgomery County,0.468790256,20015,19455,42695,VA,0.486174215,0.488690214,97244,94412,3,11,0.872,0.042,0.03,11,89.6,42.4,23548,24.5,243.9
Nelson County,0.4458591,3677,4150,8247,VA,0.507112462,0.479513678,14850,15020,-1.1,23.7,0.844,0.125,0.035,2.4,80.8,26.7,26059,14.2,31.9
New Kent County,0.2914577,3545,8117,12163,VA,0.324924596,0.662279499,20021,18432,8.6,15.1,0.819,0.137,0.026,2.8,88.8,23.2,32068,5.9,87.9
Newport News city,0.599091069,40997,23650,68432,VA,0.644065228,0.34387197,182965,180918,1.1,11.6,0.509,0.411,0.085,10.4,89.2,23.9,25310,15.2,2630
Norfolk city,0.684151014,51429,19875,75172,VA,0.714199551,0.274186718,245428,242831,1.1,9.9,0.492,0.427,0.075,9.6,86,25.3,24659,19.2,4486.4
Northampton County,0.530648843,3255,2686,6134,VA,0.576608548,0.412899244,12121,12389,-2.2,24.4,0.616,0.352,0.085,7.8,78.1,20.2,23473,24.3,58.5
Northumberland County,0.346135029,2830,5089,8176,VA,0.422434368,0.571201273,12251,12326,-0.6,34.3,0.734,0.248,0.036,2.4,85.6,22.1,28568,11.1,64.5
Norton city,0.263049451,383,1021,1456,VA,0.380888291,0.602288022,4031,3946,2.2,14.8,0.893,0.066,0.033,3,81.4,20.5,22699,18.1,529.1
Nottoway County,0.421170165,2829,3712,6717,VA,0.488603156,0.498100526,15579,15852,-1.7,18.3,0.579,0.394,0.04,4.9,73.8,12,19337,16.8,50.4
Orange County,0.347088652,5955,10511,17157,VA,0.420698102,0.566074709,35026,33434,4.8,19.7,0.826,0.132,0.043,6.8,85,22.2,27655,12.6,98.2
Page County,0.235768545,2514,7824,10663,VA,0.364919157,0.621656051,23848,24055,-0.9,19.8,0.96,0.022,0.019,2.5,75.6,11.4,22355,15.1,77.3
Patrick County,0.208269525,1768,6454,8489,VA,0.293289649,0.682198762,18264,18490,-1.2,24.2,0.924,0.058,0.028,2.1,75.3,10.7,18860,17.1,38.3
Petersburg city,0.875191368,12005,1448,13717,VA,0.899856043,0.095512299,32701,32420,0.9,15.3,0.184,0.776,0.044,5,73.7,14.9,18936,26.7,1413.7
Pittsylvania County,0.290182094,9195,21742,31687,VA,0.354993786,0.630355157,62383,63492,-1.7,20,0.763,0.217,0.024,2.9,79.1,13.7,21583,14.5,65.5
Poquoson city,0.224768063,1599,5089,7114,VA,0.236545506,0.748379825,12048,12157,-0.9,18.3,0.944,0.012,0.023,6.4,92.7,37.2,38444,5.6,793.2
Portsmouth city,0.661906977,28462,12773,43000,VA,0.69264214,0.296392738,96004,95535,0.5,13.9,0.418,0.534,0.04,4.6,82.4,19.5,23138,18.4,2838.8
Powhatan County,0.241574372,4057,11875,16794,VA,0.262899263,0.723651882,28449,28046,1.4,15.7,0.852,0.126,0.02,4.5,85.9,27.6,31252,5.4,107.8
Prince Edward County,0.503676067,4590,4099,9113,VA,0.556374675,0.428447528,23074,23360,-1.2,15.4,0.64,0.326,0.025,6,79.5,21.9,17208,19.8,66.8
Prince George County,0.397707559,6419,9157,16140,VA,0.446507567,0.544237485,37333,35724,4.5,12.4,0.618,0.322,0.076,7.7,86,17.9,24434,8.1,134.7
Prince William County,0.573632761,83093,54065,144854,VA,0.574239624,0.413981787,446094,401972,11,8.3,0.644,0.215,0.22,30.2,89.1,38.1,37401,6.3,1195
Pulaski County,0.275939651,4170,10314,15112,VA,0.360715017,0.608378249,34322,34861,-1.5,20.6,0.924,0.053,0.015,2.4,81.8,16.2,23987,13.9,109
Radford city,0.484582228,2923,2637,6032,VA,0.507617986,0.468227425,17646,16408,7.5,7.9,0.86,0.091,0.032,6.7,86.7,32.1,16181,37.7,1662.1
Rappahannock County,0.391764176,1741,2532,4444,VA,0.455091203,0.532671438,7361,7506,-1.9,23.8,0.924,0.046,0.034,5,83,32.4,36505,10.8,27.7
Richmond County,0.368940016,1347,2213,3651,VA,0.417728238,0.573248408,8902,9254,-3.8,19.5,0.67,0.3,0.065,9.5,73.8,12.3,20875,12.8,48.3
Richmond city,0.787973481,74640,14254,94724,VA,0.770675346,0.21407106,217853,204246,6.7,11.4,0.447,0.497,0.066,9.8,81.5,34.8,27184,25.6,3414.7
Roanoke County,0.334742467,16787,30857,50149,VA,0.364155187,0.619857602,93785,92439,1.5,19.6,0.89,0.058,0.027,6.9,90.9,33.1,31728,6.6,368.7
Roanoke city,0.560846434,23403,16045,41728,VA,0.591771392,0.376637584,99428,96919,2.6,14.9,0.654,0.29,0.059,8.8,81.8,23.6,23295,22.4,2279.8
Rockbridge County,0.328123538,3506,6671,10685,VA,0.402461841,0.580797637,22327,22310,0.1,24.2,0.945,0.027,0.016,3.8,84.4,23.2,25638,12.6,37.3
Rockingham County,0.25621305,9361,25269,36536,VA,0.289192997,0.694965932,78171,76310,2.4,18,0.951,0.021,0.06,8.5,80.7,23.4,27298,10.4,89.9
Russell County,0.190897909,2328,9516,12195,VA,0.308049407,0.677857913,28023,28896,-3,18.8,0.978,0.01,0.011,0.9,74.7,10.5,19735,19.3,61
Salem city,0.347266881,4212,7225,12129,VA,0.387612062,0.59405053,25483,24848,2.6,17.1,0.885,0.073,0.032,6.1,88.9,30.8,26661,11.7,1717.9
Scott County,0.1570363,1579,8242,10055,VA,0.240365315,0.746587716,22384,23172,-3.4,21.5,0.979,0.008,0.013,1.2,74.9,10.9,21485,18.3,43.3
Shenandoah County,0.259109909,5269,14078,20335,VA,0.335009591,0.64938566,43021,41993,2.4,20.2,0.948,0.024,0.068,7.5,84.6,19.8,25134,11.7,82.5
Smyth County,0.20748538,2661,9747,12825,VA,0.326954749,0.656889656,31555,32208,-2,20,0.959,0.024,0.018,1.9,79.9,15,20837,18.4,71.4
Southampton County,0.405207394,3595,5035,8872,VA,0.479105928,0.511067919,18059,18589,-2.9,18,0.615,0.361,0.013,2,78,13.6,22433,16,31
Spotsylvania County,0.38986518,24204,34619,62083,VA,0.435143693,0.550513002,129188,122660,5.3,12.2,0.773,0.161,0.087,9.5,89.1,28.2,31360,7.6,304.9
Stafford County,0.426610559,27879,33840,65350,VA,0.44963373,0.537455666,139992,128952,8.6,9.1,0.74,0.18,0.113,12.8,92.6,36.2,36574,5.1,479.5
Staunton city,0.478194544,5329,5129,11144,VA,0.511923973,0.471310741,24538,23746,3.3,20.6,0.838,0.12,0.028,4,84.6,28,24753,18,1188.8
Suffolk city,0.54883255,23012,17206,41929,VA,0.570869021,0.419480428,86806,84596,2.6,13,0.524,0.429,0.037,4.5,87.2,26.2,29135,11.4,211.4
Surry County,0.520372233,2069,1785,3976,VA,0.59832636,0.388423989,6790,7065,-3.9,19.1,0.535,0.438,0.017,1.7,77.8,16.7,22600,11.5,25.3
Sussex County,0.570691025,2874,2055,5036,VA,0.617967165,0.372809445,11767,12083,-2.6,16.2,0.405,0.575,0.028,2.5,70,10.3,16546,15.3,24.7
Tazewell County,0.156528792,2895,15160,18495,VA,0.206696025,0.781560524,43452,45078,-3.6,19.2,0.946,0.034,0.009,1.4,77,12.9,21358,18.3,86.9
Virginia Beach city,0.446507948,76744,84389,171876,VA,0.480857713,0.506105003,450980,437966,3,12.3,0.686,0.2,0.077,11.7,93.6,32.9,31934,7.9,1758.9
Warren County,0.290315328,5165,11762,17791,VA,0.387653282,0.592991104,38987,37431,4.2,14.5,0.912,0.051,0.041,4.7,84,20.5,28889,9.3,176
Washington County,0.215749563,5548,19309,25715,VA,0.276600735,0.709131421,54729,54870,-0.3,20.3,0.97,0.015,0.014,2.3,83.2,22.3,25109,12.1,97.8
Waynesboro city,0.41277156,3762,4798,9114,VA,0.437300502,0.545941632,21366,21020,1.6,17.4,0.837,0.117,0.07,4.9,83.6,19.1,22872,19.9,1396.8
Westmoreland County,0.449041129,3723,4331,8291,VA,0.478190816,0.473702382,17477,17454,0.1,23.7,0.685,0.274,0.061,3.1,79.1,14.9,25245,12.9,76.1
